"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220101 ~ 20220430"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 광진구 자양동","761","0761","0000","자양2현대","84.88","202204","3","133,000","3","1995","뚝섬로34길 9","","중개거래","서울 광진구, 서울 마포구"
"서울특별시 광진구 자양동","790","0790","0000","자양9차현대홈타운","82.56","202204","4","143,000","5","2002","뚝섬로34길 32","","중개거래","서울 광진구"
"서울특별시 광진구 자양동","219-11","0219","0011","자양동명진센트라임","34.25","202204","12","38,000","8","2017","아차산로46가길 15","","중개거래","서울 광진구"
"서울특별시 광진구 자양동","645-1","0645","0001","자양동삼성","84.83","202203","21","64,500","1","2001","뚝섬로52마길 70","","중개거래","서울 광진구"
"서울특별시 광진구 자양동","783-1","0783","0001","자양우성7","84.93","202203","14","149,000","6","1998","아차산로36길 39","","중개거래","서울 광진구"
"서울특별시 광진구 자양동","786","0786","0000","자양현대6","59.98","202202","23","108,300","15","1999","자양번영로3길 66","","중개거래","서울 광진구"
"서울특별시 광진구 자양동","861","0861","0000","자양호반써밋","40.183","202201","11","60,000","14","2021","능동로 69","","직거래","-"
"서울특별시 광진구 자양동","830","0830","0000","한강아남","84.24","202202","15","105,000","9","1995","능동로3다길 13","","중개거래","서울 강동구"
"서울특별시 광진구 자양동","87-1","0087","0001","한강우성","84.72","202201","21","151,000","20","1993","능동로1길 15","","중개거래","서울 광진구"
"서울특별시 광진구 자양동","87-1","0087","0001","한강우성","84.72","202203","19","153,000","7","1993","능동로1길 15","","중개거래","서울 광진구"
"서울특별시 광진구 자양동","695","0695","0000","한양","107.31","202201","15","185,000","11","1983","구의강변로 11","","중개거래","서울 광진구"
"서울특별시 광진구 중곡동","292","0292","0000","에스케이","58.43","202203","2","53,000","8","1999","용마산로 174","","직거래","-"
"서울특별시 광진구 중곡동","699","0699","0000","욱현하이브Ⅲ","15.69","202201","4","13,940","5","2012","용마산로1길 7","","중개거래","서울 광진구"
"서울특별시 광진구 중곡동","252-8","0252","0008","진흥아르미","84.96","202204","2","61,000","6","2005","동일로 354","","중개거래","서울 광진구"
"서울특별시 광진구 화양동","113-1","0113","0001","광진코지웰","13.83","202201","7","12,400","3","2014","능동로19길 35","","중개거래","서울 광진구"
"서울특별시 광진구 화양동","113-1","0113","0001","광진코지웰","16.53","202203","12","13,000","4","2014","능동로19길 35","","중개거래","서울 광진구"
"서울특별시 광진구 화양동","113-1","0113","0001","광진코지웰","18.63","202203","24","15,300","10","2014","능동로19길 35","","중개거래","서울 광진구"
"서울특별시 광진구 화양동","113-1","0113","0001","광진코지웰","13.83","202204","11","12,400","5","2014","능동로19길 35","","중개거래","서울 광진구"
"서울특별시 광진구 화양동","21-2","0021","0002","브라운스톤","65.09","202204","20","60,000","15","2006","광나루로 346","","중개거래","서울 광진구"
"서울특별시 광진구 화양동","530","0530","0000","씨즈건대힐스","14.23","202202","9","15,000","5","2017","광나루로20길 17","","중개거래","서울 광진구"
"서울특별시 광진구 화양동","111-102","0111","0102","아스하임(111-102)","14.11","202201","22","19,500","17","2018","광나루로 382","","중개거래","서울 광진구"
"서울특별시 광진구 화양동","111-102","0111","0102","아스하임(111-102)","14.11","202204","6","19,500","11","2018","광나루로 382","","중개거래","서울 광진구"
"서울특별시 광진구 화양동","111-89","0111","0089","위너스힐(111-89)","58.05","202202","24","50,000","10","2021","광나루로20길 34","","직거래","-"
"서울특별시 광진구 화양동","111-89","0111","0089","위너스힐(111-89)","52.04","202202","24","50,000","13","2021","광나루로20길 34","","직거래","-"
"서울특별시 광진구 화양동","234","0234","0000","화양현대","59.99","202203","31","92,000","13","1999","동일로24길 5","","중개거래","서울 광진구"
"서울특별시 구로구 개봉동","491","0491","0000","LIPe-푸른아파트","59.2","202202","12","43,000","7","2014","개봉로17아길 41-13","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","489","0489","0000","개봉동현대아이파크","84.98","202201","19","113,000","3","2006","개봉로2길 133-15","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","489","0489","0000","개봉동현대아이파크","84.98","202201","20","110,000","3","2006","개봉로2길 133-15","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","489","0489","0000","개봉동현대아이파크","84.98","202202","9","108,000","4","2006","개봉로2길 133-15","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","492","0492","0000","개봉푸르지오","84.83","202202","10","99,000","7","2014","남부순환로 775","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","492","0492","0000","개봉푸르지오","84.83","202203","17","99,800","13","2014","남부순환로 775","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","60-101","0060","0101","거성푸르뫼","59.89","202202","15","50,000","15","1993","고척로 85","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","60-101","0060","0101","거성푸르뫼","59.89","202203","30","49,800","7","1993","고척로 85","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","60-82","0060","0082","거성푸르뫼2","59.9","202201","15","50,500","8","1994","고척로 82","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","477","0477","0000","대상","84.94","202202","16","65,800","8","1999","개봉로1길 170","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","477","0477","0000","대상","59.93","202203","5","55,900","3","1999","개봉로1길 170","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","472","0472","0000","두산","84.96","202203","22","73,500","10","1997","남부순환로95길 88","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","472","0472","0000","두산","84.96","202203","28","74,000","4","1997","남부순환로95길 88","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","471","0471","0000","삼호","84.88","202203","12","78,800","17","1996","남부순환로95길 16","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","471","0471","0000","삼호","59.86","202204","9","69,000","6","1996","남부순환로95길 16","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","471","0471","0000","삼호","59.86","202204","15","68,000","10","1996","남부순환로95길 16","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","470","0470","0000","삼환","84.945","202204","6","76,000","5","1995","남부순환로95길 54","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","170-30","0170","0030","신개봉삼환","84.99","202203","1","79,000","13","2001","경인로38길 13","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","318-36","0318","0036","신양지(가동)","65.53","202202","8","34,800","3","2004","개봉로17바길 49","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","475","0475","0000","영화","59.78","202203","29","68,000","15","1998","경인로40길 11","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","488","0488","0000","영화아이닉스","84.98","202204","24","68,000","8","2005","개봉로1길 188","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","483","0483","0000","율포그레이스빌","84.78","202204","15","64,000","3","2002","남부순환로95길 42-15","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","322-12","0322","0012","중앙힐","67.44","202204","7","26,000","2","2000","개봉로17마길 9-22","","직거래","-"
"서울특별시 구로구 개봉동","367-2","0367","0002","태경하이빌","78.67","202203","30","30,000","5","2004","개봉로1길 46","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","476","0476","0000","한마을","59.57","202201","10","79,000","10","1999","경인로 382","","중개거래","서울 강서구, 서울 구로구"
"서울특별시 구로구 개봉동","476","0476","0000","한마을","59.57","202201","14","60,000","2","1999","경인로 382","","직거래","-"
"서울특별시 구로구 개봉동","476","0476","0000","한마을","59.57","202202","19","82,000","22","1999","경인로 382","","직거래","-"
"서울특별시 구로구 개봉동","476","0476","0000","한마을","59.57","202203","5","75,500","11","1999","경인로 382","","중개거래","서울 영등포구"
"서울특별시 구로구 개봉동","493","0493","0000","한양아이클래스구로","45.32","202203","14","38,500","12","2018","개봉로23가길 10","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","478","0478","0000","한진","59.95","202201","13","66,500","9","2000","개봉로3길 87","","중개거래","경기 부천시, 서울 구로구"
"서울특별시 구로구 개봉동","478","0478","0000","한진","84.96","202203","17","78,000","11","2000","개봉로3길 87","","중개거래","서울 구로구, 서울 동작구"
"서울특별시 구로구 개봉동","478","0478","0000","한진","59.95","202203","18","62,500","7","2000","개봉로3길 87","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","481","0481","0000","현대","59.94","202203","1","82,000","22","2001","개봉로20길 6","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","481","0481","0000","현대","114.99","202203","31","109,500","12","2001","개봉로20길 6","","중개거래","서울 강서구, 서울 구로구"
"서울특별시 구로구 개봉동","481","0481","0000","현대","59.94","202204","4","85,000","18","2001","개봉로20길 6","","중개거래","서울 강서구, 서울 구로구"
"서울특별시 구로구 개봉동","480","0480","0000","현대홈타운","84.915","202201","25","95,000","23","2001","개봉로20길 158","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","480","0480","0000","현대홈타운","59.49","202203","24","75,000","20","2001","개봉로20길 158","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","486","0486","0000","화신","58.37","202204","6","40,000","8","2004","고척로27길 76","","중개거래","서울 구로구"
"서울특별시 구로구 개봉동","486","0486","0000","화신","65.95","202204","13","41,000","3","2004","고척로27길 76","","중개거래","서울 구로구"
"서울특별시 구로구 고척동","340-1","0340","0001","고척LIG리가2차","59.95","202203","23","81,500","15","2009","중앙로12길 17-8","","중개거래","서울 구로구"
"서울특별시 구로구 고척동","323","0323","0000","그랜드","57.74","202203","22","37,800","2","1997","고척로27바길 47","","중개거래","서울 구로구, 서울 양천구"
"서울특별시 구로구 고척동","296","0296","0000","대우","59.96","202204","10","69,800","13","1999","고척로52길 48","","중개거래","서울 구로구"
"서울특별시 구로구 고척동","327","0327","0000","동아한신","59.77","202203","26","67,000","5","2000","중앙로6길 17","","중개거래","서울 구로구"
"서울특별시 구로구 고척동","327","0327","0000","동아한신","84.92","202204","1","89,000","13","2000","중앙로6길 17","","직거래","-"
"서울특별시 구로구 고척동","334","0334","0000","벽산","84.878","202202","19","106,000","4","2003","경인로 390","","직거래","-"
"서울특별시 구로구 고척동","97-3","0097","0003","삼명","43.74","202202","22","30,000","1","1977","경서로1길 14","","직거래","-"
"서울특별시 구로구 고척동","97-3","0097","0003","삼명","43.74","202203","17","38,500","2","1977","경서로1길 14","","중개거래","서울 구로구, 서울 서대문구"
"서울특별시 구로구 고척동","336","0336","0000","삼환로즈빌","59.998","202201","15","83,000","15","2004","경인로 343","","중개거래","서울 구로구"
"서울특별시 구로구 고척동","336","0336","0000","삼환로즈빌","102.375","202203","24","106,300","7","2004","경인로 343","","중개거래","서울 구로구"
"서울특별시 구로구 고척동","324","0324","0000","신원프라자","59.97","202201","12","45,500","12","1997","중앙로1길 18-18","","중개거래","서울 구로구"
"서울특별시 구로구 고척동","167-102","0167","0102","진성그린아파트","73.54","202204","14","49,500","5","2007","고척로47길 16-13","","중개거래","서울 구로구"
"서울특별시 구로구 고척동","329","0329","0000","청솔우성","84.66","202202","12","70,000","7","2000","중앙로 101","","중개거래","서울 양천구"
"서울특별시 구로구 고척동","329","0329","0000","청솔우성","59.27","202203","28","60,000","8","2000","중앙로 101","","중개거래","서울 구로구"
"서울특별시 구로구 고척동","52-332","0052","0332","한효","63.57","202201","3","65,000","6","1985","중앙로5길 24","","직거래","-"
"서울특별시 구로구 고척동","52-332","0052","0332","한효","69.87","202204","1","72,500","10","1985","중앙로5길 24","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","716-17","0716","0017","(716-17)","35.94","202202","25","23,000","2","2000","구로동로15길 1-6","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","717-22","0717","0022","(717-22)함양주택","47.83","202202","16","22,750","5","1999","구로동로15길 13-8","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","743-72","0743","0072","(743-72)","58.3","202203","6","28,000","2","1988","구로동로20길 41-17","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","744-23","0744","0023","(744-23)","51.27","202201","3","24,500","5","1996","구로동로20길 42","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","744-5","0744","0005","(744-5)","58.96","202203","5","29,000","4","1996","구로동로8길 47","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","745-57","0745","0057","(745-57)","35.46","202204","19","23,000","1","1997","구로동로12길 16-12","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","747-33","0747","0033","(747-33)","47.32","202203","9","25,000","2","1996","구로동로18길 44-15","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","749-30","0749","0030","(749-30)","50.44","202201","24","25,000","2","1998","구로동로20길 58-19","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","750-6","0750","0006","(750-6)","49.08","202203","24","25,500","3","1998","구로동로20길 52-8","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","791-4","0791","0004","(791-4)","44.1","202203","26","18,000","2","1995","디지털로27다길 45-6","","중개거래","서울 구로구, 서울 동작구"
"서울특별시 구로구 구로동","791-62","0791","0062","(791-62)","32.91","202203","5","21,500","3","1997","디지털로27라길 34-7","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","792-78","0792","0078","(792-78)","45.69","202204","6","25,000","1","1996","디지털로27라길 39-11","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","794-17","0794","0017","(794-17)","38.96","202201","1","21,000","5","1997","도림로10길 18-4","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","796-16","0796","0016","(796-16)","42.56","202204","8","26,000","3","1996","도림로6길 39-34","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","797-26","0797","0026","(797-26)","35.52","202201","15","23,500","5","1996","도림로6길 30-3","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","806-14","0806","0014","(806-14)","31.81","202201","4","17,000","5","1967","도림로3길 7","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","807-37","0807","0037","(807-37)","31.11","202204","6","21,000","4","1996","구로동로12길 4-14","","중개거래","서울 구로구, 서울 서초구"
"서울특별시 구로구 구로동","487-24","0487","0024","M센트럴뷰","53.03","202201","16","49,700","2","2020","구로동로42길 9","","직거래","-"
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202201","19","61,000","18","1998","도림로 59","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","63.33","202201","28","74,500","10","1998","도림로 59","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.64","202202","11","58,000","12","1998","도림로 59","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1265","1265","0000","구로두산","51.84","202203","1","67,000","14","1998","도림로 59","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202201","14","58,800","9","2006","디지털로31길 85","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202202","10","59,000","15","2006","디지털로31길 85","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.88","202203","30","58,500","7","2006","디지털로31길 85","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1256","1256","0000","구로현대","72.33","202202","6","74,800","11","1992","디지털로 319","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1256","1256","0000","구로현대","63.98","202202","24","73,000","13","1992","디지털로 319","","중개거래","서울 구로구, 서울 영등포구"
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.44","202201","4","68,000","21","1998","구일로2길 60","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.44","202202","20","67,000","19","1998","구일로2길 60","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","104-6","0104","0006","그린플러스구로해담채2","13.23","202204","19","11,000","15","2013","가마산로27길 11-7","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","314","0314","0000","극동","91.09","202203","9","67,000","5","1984","구로중앙로7길 28","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","314","0314","0000","극동","91.09","202203","28","65,500","8","1984","구로중앙로7길 28","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","314","0314","0000","극동","58.19","202203","30","53,500","5","1984","구로중앙로7길 28","","중개거래","경기 부천시, 서울 구로구"
"서울특별시 구로구 구로동","107-1","0107","0001","대림역대성스카이렉스","84.8","202202","4","70,000","13","2006","공원로 27","","중개거래","서울 강서구"
"서울특별시 구로구 구로동","107-1","0107","0001","대림역대성스카이렉스","84.8","202204","6","75,500","5","2006","공원로 27","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","98-4","0098","0004","대림역와이즈플레이스","24.647","202204","1","16,000","18","2012","가마산로 268","","중개거래","서울 구로구, 인천 서구"
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","14.579","202201","10","12,000","18","2015","공원로 11","","직거래","-"
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","14.579","202201","20","11,000","18","2015","공원로 11","","중개거래","인천 서구"
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","16.819","202201","20","14,000","15","2015","공원로 11","","중개거래","서울 영등포구"
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","14.579","202201","24","11,400","20","2015","공원로 11","","직거래","-"
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","14.579","202202","14","12,000","14","2015","공원로 11","","직거래","-"
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","14.579","202202","15","12,250","19","2015","공원로 11","","직거래","-"
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","14.579","202202","24","12,000","16","2015","공원로 11","","직거래","-"
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","14.579","202202","28","12,000","16","2015","공원로 11","","직거래","-"
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","14.579","202203","4","11,500","19","2015","공원로 11","","직거래","-"
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","14.579","202203","11","10,800","19","2015","공원로 11","","중개거래","서울 영등포구"
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","15.975","202203","14","11,200","17","2015","공원로 11","","직거래","-"
"서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","14.579","202204","18","11,200","15","2015","공원로 11","","직거래","-"
"서울특별시 구로구 구로동","98","0098","0000","대림오페라타워","99.09","202202","4","51,000","13","1996","구로중앙로 60","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","106","0106","0000","동도아르떼빌","83.01","202204","19","59,500","8","2003","가마산로27길 34","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1257","1257","0000","럭키","71.4","202202","7","72,000","9","1992","도림로 107","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1257","1257","0000","럭키","59.98","202203","12","69,000","10","1992","도림로 107","","중개거래","서울 구로구, 서울 영등포구"
"서울특별시 구로구 구로동","97","0097","0000","로제리움2차","14.04","202202","8","12,400","18","2014","가마산로26길 5","","직거래","-"
"서울특별시 구로구 구로동","97","0097","0000","로제리움2차","14.91","202202","9","11,250","14","2014","가마산로26길 5","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","97","0097","0000","로제리움2차","14.04","202204","8","11,300","18","2014","가마산로26길 5","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","98-14","0098","0014","마인드에코프라움","35.34","202203","21","39,000","11","2019","구로중앙로18길 11","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","797-8","0797","0008","봉일(797-8)","42.2","202201","15","21,700","1","1995","도림로6길 36","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","98-10","0098","0010","비즈트위트그린","15.11","202202","1","10,400","15","2012","구로중앙로18길 23","","직거래","-"
"서울특별시 구로구 구로동","98-10","0098","0010","비즈트위트그린","15.11","202202","5","12,500","15","2012","구로중앙로18길 23","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","98-10","0098","0010","비즈트위트그린","15.11","202202","18","10,000","15","2012","구로중앙로18길 23","","직거래","-"
"서울특별시 구로구 구로동","98-10","0098","0010","비즈트위트그린","15.11","202204","1","11,000","16","2012","구로중앙로18길 23","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","104-8","0104","0008","비즈트위트레드","20.84","202202","16","19,000","7","2016","가마산로 285","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","104-8","0104","0008","비즈트위트레드","20.84","202203","3","18,800","7","2016","가마산로 285","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","44-5","0044","0005","비즈트위트레인보우","15.58","202202","19","12,000","6","2012","공원로6길 25","","직거래","-"
"서울특별시 구로구 구로동","44-5","0044","0005","비즈트위트레인보우","15.58","202203","5","11,500","3","2012","공원로6길 25","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","44-5","0044","0005","비즈트위트레인보우","15.92","202204","7","12,000","4","2012","공원로6길 25","","직거래","-"
"서울특별시 구로구 구로동","107-4","0107","0004","비즈트위트블루","16.04","202201","10","11,750","6","2012","공원로 15-12","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","107-4","0107","0004","비즈트위트블루","16.04","202201","12","12,000","5","2012","공원로 15-12","","직거래","-"
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트오렌지","14.88","202201","17","11,700","6","2013","공원로6가길 8","","직거래","-"
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트오렌지","15.6","202201","26","11,000","4","2013","공원로6가길 8","","직거래","-"
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트오렌지","15.6","202201","28","11,800","2","2013","공원로6가길 8","","직거래","-"
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트오렌지","15.6","202203","2","11,500","2","2013","공원로6가길 8","","직거래","-"
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트오렌지","15.54","202204","4","11,700","2","2013","공원로6가길 8","","직거래","-"
"서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트오렌지","15.6","202204","8","12,100","5","2013","공원로6가길 8","","직거래","-"
"서울특별시 구로구 구로동","256-1","0256","0001","삼성래미안","56.036","202201","22","79,000","13","2004","디지털로31길 90","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","256-1","0256","0001","삼성래미안","109.651","202201","27","113,000","14","2004","디지털로31길 90","","중개거래","서울 구로구, 서울 영등포구"
"서울특별시 구로구 구로동","108-2","0108","0002","새솔금호","59.9","202201","13","59,900","15","1996","공원로 35","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","108-2","0108","0002","새솔금호","59.9","202202","16","58,000","5","1996","공원로 35","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","108-2","0108","0002","새솔금호","59.9","202203","8","59,750","10","1996","공원로 35","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","31.76","202202","5","15,500","16","2002","가마산로 283","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","31.75","202202","27","14,250","10","2002","가마산로 283","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","31.76","202203","5","15,000","16","2002","가마산로 283","20220321","중개거래","서울 구로구"
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","31.76","202204","3","16,100","16","2002","가마산로 283","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","31.75","202204","25","15,000","6","2002","가마산로 283","","직거래","-"
"서울특별시 구로구 구로동","717-11","0717","0011","세명","30.76","202201","11","24,800","3","2000","구로동로15길 13-9","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","717-11","0717","0011","세명","30.1","202202","19","22,800","1","2000","구로동로15길 13-9","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","97-2","0097","0002","순영웰라이빌2차","64.45","202203","12","60,500","12","2005","가마산로 280","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","43-1","0043","0001","신도림로제리움","16.92","202204","15","14,000","20","2012","공원로8길 36","20220415","직거래","-"
"서울특별시 구로구 구로동","1267","1267","0000","신도림태영타운","84.87","202201","22","115,000","12","2000","새말로 93","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1267","1267","0000","신도림태영타운","84.87","202204","20","115,000","7","2000","새말로 93","","직거래","-"
"서울특별시 구로구 구로동","560","0560","0000","신도림현대","80.01","202204","13","92,000","6","1994","새말로9길 45","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1274","1274","0000","신성미소지움","84.23","202201","17","75,000","7","2003","시흥대로161길 50","","직거래","-"
"서울특별시 구로구 구로동","1277","1277","0000","우리유앤미","84.71","202203","29","60,000","4","2004","구로동로43길 10","","직거래","-"
"서울특별시 구로구 구로동","1277","1277","0000","우리유앤미","59.45","202204","28","59,900","19","2004","구로동로43길 10","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1279","1279","0000","우민늘푸른","66.122","202203","19","70,000","8","2004","도림로20길 50","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","23","0023","0000","우성(23)","84.95","202202","12","107,000","3","1985","공원로6가길 76","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","97-10","0097","0010","우진체리쉬","77.65","202201","24","54,500","7","2005","구로중앙로18길 53","","중개거래","서울 구로구, 서울 금천구"
"서울특별시 구로구 구로동","796-60","0796","0060","장수(796-60)","59.13","202203","30","24,800","1","1997","도림로6길 29-1","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","110","0110","0000","종인아네스트","16.04","202201","5","10,950","18","2012","공원로7길 11","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","110","0110","0000","종인아네스트","16.04","202201","5","11,000","16","2012","공원로7길 11","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","110","0110","0000","종인아네스트","16.04","202201","13","10,500","20","2012","공원로7길 11","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","110","0110","0000","종인아네스트","16.04","202203","8","11,000","16","2012","공원로7길 11","","중개거래","서울 구로구, 서울 영등포구"
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","83.805","202203","7","110,000","5","1986","구일로4길 65","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","83.805","202203","25","112,000","1","1986","구일로4길 65","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","64.62","202201","14","100,900","7","1987","구일로4길 22","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202201","21","60,000","5","1987","구일로4길 22","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202203","23","58,100","3","1987","구일로4길 22","","중개거래","서울 구로구"
