시	군/구	동	단지명	전용면적(㎡)	계약년	계약월	계약일	거래금액(만원)	층	건축년도
서울특별시	구로구	구로동	한신	35.277	2021	2	19	38500	1	1988
서울특별시	구로구	구로동	한신	35.277	2021	3	9	40000	5	1988
서울특별시	구로구	구로동	한신	44.78	2021	3	10	53500	6	1988
서울특별시	구로구	구로동	한신	35.277	2021	3	13	40600	3	1988
서울특별시	구로구	구로동	한신	44.78	2021	3	27	53300	7	1988
서울특별시	구로구	구로동	한신	45.563	2021	4	15	52500	6	1988
서울특별시	구로구	구로동	한신	45.563	2021	4	15	52000	3	1988
서울특별시	구로구	구로동	한신	44.78	2021	4	26	51600	13	1988
서울특별시	구로구	구로동	한신	35.277	2021	4	29	41500	2	1988
서울특별시	구로구	구로동	한신	44.78	2021	5	10	55800	11	1988
서울특별시	구로구	구로동	한신	35.277	2021	5	22	42500	1	1988
서울특별시	구로구	구로동	한신	45.563	2021	5	26	51400	1	1988
서울특별시	구로구	구로동	한신	44.78	2021	6	7	58700	10	1988
서울특별시	구로구	구로동	한신	44.78	2021	6	16	57500	8	1988
서울특별시	구로구	구로동	한신	35.277	2021	7	29	49300	5	1988
서울특별시	구로구	구로동	한신	35.277	2021	8	9	49200	14	1988
서울특별시	구로구	구로동	한신	45.563	2021	8	15	59750	14	1988
서울특별시	구로구	구로동	한신	35.277	2021	8	28	49900	5	1988
서울특별시	구로구	구로동	한신	45.563	2021	9	11	59700	6	1988
서울특별시	구로구	구로동	한신	35.277	2021	10	5	53000	13	1988
서울특별시	구로구	구로동	한신휴플러스(1280-0)	50.03	2021	1	5	68500	10	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	50.03	2021	1	16	67500	15	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	58.03	2021	2	25	77500	14	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	50.03	2021	3	5	67500	15	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	50.17	2021	3	27	69800	8	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	58.03	2021	5	25	77300	6	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	50.03	2021	7	10	67900	19	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	50.03	2021	7	21	71800	13	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	58.03	2021	7	22	79700	18	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	58.03	2021	7	23	77700	16	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	58.03	2021	7	24	77500	19	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	58.03	2021	7	26	78700	15	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	50.17	2021	7	29	69500	3	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	50.03	2021	8	12	72000	18	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	58.03	2021	8	14	80000	3	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	58.03	2021	8	27	80000	6	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	50.03	2021	9	6	71900	2	2007
서울특별시	구로구	구로동	한신휴플러스(1280-0)	50.17	2021	11	23	70000	17	2007
서울특별시	구로구	구로동	한신휴플러스(1280-1)	58.03	2021	4	18	75800	13	2007
서울특별시	구로구	구로동	한신휴플러스(1280-1)	58.03	2021	9	11	83000	11	2007
서울특별시	구로구	구로동	한일유앤아이	84.962	2021	1	2	68500	6	2006
서울특별시	구로구	구로동	한일유앤아이	84.962	2021	1	2	70000	13	2006
서울특별시	구로구	구로동	한일유앤아이	84.962	2021	1	16	73000	18	2006
서울특별시	구로구	구로동	한일유앤아이	84.962	2021	4	12	74000	22	2006
서울특별시	구로구	구로동	한일유앤아이	84.962	2021	5	6	72800	6	2006
서울특별시	구로구	구로동	한일유앤아이	84.962	2021	5	27	69000	5	2006
서울특별시	구로구	구로동	한일유앤아이	84.962	2021	5	28	70000	1	2006
서울특별시	구로구	구로동	한일유앤아이	84.962	2021	7	2	73500	2	2006
서울특별시	구로구	구로동	한일유앤아이	84.962	2021	8	17	76000	16	2006
서울특별시	구로구	구로동	한일유앤아이	84.962	2021	10	2	86000	11	2006
서울특별시	구로구	구로동	한일퍼스트빌(415-37)	83.18	2021	3	10	29000	3	2004
서울특별시	구로구	구로동	한일퍼스트빌(415-37)	80.16	2021	5	12	28500	7	2004
서울특별시	구로구	구로동	해담채3	13.39	2021	2	10	12000	16	2014
서울특별시	구로구	구로동	해담채3	13.39	2021	2	10	12000	16	2014
서울특별시	구로구	구로동	해담채3	13.39	2021	3	16	10000	12	2014
서울특별시	구로구	구로동	해담채3	13.39	2021	3	16	12000	11	2014
서울특별시	구로구	구로동	해담채3	13.39	2021	3	16	10000	16	2014
서울특별시	구로구	구로동	해담채3	13.39	2021	3	16	10000	15	2014
서울특별시	구로구	구로동	해담채3	13.39	2021	3	26	10100	13	2014
서울특별시	구로구	구로동	해담채3	13.39	2021	3	29	10100	12	2014
서울특별시	구로구	구로동	해담채3	13.39	2021	8	26	12500	13	2014
서울특별시	구로구	구로동	해담채3	13.39	2021	11	15	10000	12	2014
서울특별시	구로구	구로동	현대	56.49	2021	3	3	57000	11	1988
서울특별시	구로구	구로동	현대	72.33	2021	3	13	66800	12	1988
서울특별시	구로구	구로동	현대	72.33	2021	4	2	66000	13	1988
서울특별시	구로구	구로동	현대	61.77	2021	4	29	65500	14	1988
서울특별시	구로구	구로동	현대	84.57	2021	7	17	76500	7	1988
서울특별시	구로구	구로동	현대	72.33	2021	9	17	73000	6	1988
서울특별시	구로구	구로동	현대	56.49	2021	11	1	62300	7	1988
서울특별시	구로구	구로동	현대	56.49	2021	12	26	62700	5	1988
서울특별시	구로구	구로동	현대로얄	79.79	2021	1	23	51000	1	1987
서울특별시	구로구	구로동	현대로얄	68.63	2021	4	5	49200	3	1987
서울특별시	구로구	구로동	현대로얄	68.63	2021	4	10	49000	9	1987
서울특별시	구로구	구로동	현대로얄	52.46	2021	5	24	39000	1	1987
서울특별시	구로구	구로동	현대상선	79.98	2021	1	18	68650	12	1987
서울특별시	구로구	구로동	현대상선	64.55	2021	1	28	59550	4	1987
서울특별시	구로구	구로동	현대상선	79.98	2021	1	29	68550	15	1987
서울특별시	구로구	구로동	현대상선	79.98	2021	2	9	68500	8	1987
서울특별시	구로구	구로동	현대상선	64.55	2021	2	27	63900	10	1987
서울특별시	구로구	구로동	현대상선	64.55	2021	4	7	64800	7	1987
서울특별시	구로구	구로동	현대상선	64.55	2021	8	15	69000	8	1987
서울특별시	구로구	구로동	현대상선	79.98	2021	9	14	83000	10	1987
서울특별시	구로구	구로동	현대상선	79.98	2021	10	4	82000	5	1987
서울특별시	구로구	구로동	현대연예인	74.66	2021	1	25	68000	6	1989
서울특별시	구로구	구로동	현대연예인	84.91	2021	2	9	66000	1	1989
서울특별시	구로구	구로동	현대연예인	84.91	2021	2	22	73000	14	1989
서울특별시	구로구	구로동	현대연예인	84.91	2021	3	1	72000	5	1989
서울특별시	구로구	구로동	현대연예인	74.66	2021	5	14	76000	14	1989
서울특별시	구로구	구로동	현대연예인	84.91	2021	5	19	80000	7	1989
서울특별시	구로구	구로동	현대연예인	84.91	2021	6	4	80000	8	1989
서울특별시	구로구	구로동	현대연예인	54.86	2021	6	17	63500	13	1989
서울특별시	구로구	구로동	현대연예인	54.86	2021	6	26	64000	15	1989
서울특별시	구로구	구로동	현대연예인	84.91	2021	7	13	82000	10	1989
서울특별시	구로구	구로동	현대연예인	84.91	2021	7	13	82000	10	1989
서울특별시	구로구	구로동	현대연예인	84.91	2021	7	24	82000	11	1989
서울특별시	구로구	구로동	현대연예인	74.94	2021	8	13	78500	13	1989
서울특별시	구로구	구로동	현대연예인	84.91	2021	8	20	82500	11	1989
서울특별시	구로구	구로동	현대연예인	74.66	2021	9	9	79400	14	1989
서울특별시	구로구	구로동	현대연예인	84.91	2021	9	17	85000	15	1989
서울특별시	구로구	구로동	현대연예인	84.91	2021	10	23	82700	5	1989
서울특별시	구로구	구로동	현대연예인	84.91	2021	11	4	82000	7	1989
서울특별시	구로구	구로동	현대의보아파트	83.95	2021	1	25	62200	11	1994
서울특별시	구로구	구로동	현대의보아파트	83.02	2021	2	20	59800	2	1994
서울특별시	구로구	구로동	현대의보아파트	83.02	2021	2	24	64500	8	1994
서울특별시	구로구	구로동	현대의보아파트	83.02	2021	2	25	60000	3	1994
서울특별시	구로구	구로동	현대파크빌	138.358	2021	1	19	69900	25	1999
서울특별시	구로구	구로동	희훈타워빌	142.59	2021	2	9	73000	21	1998
서울특별시	구로구	구로동	희훈타워빌	142.59	2021	4	8	64500	15	1998
서울특별시	구로구	구로동	희훈타워빌	127.05	2021	4	20	74500	8	1998
서울특별시	구로구	구로동	희훈타워빌	127.05	2021	5	24	73000	6	1998
서울특별시	구로구	궁동	뉴파인	76.17	2021	3	4	32200	6	2007
서울특별시	구로구	궁동	뉴파인	75.94	2021	3	10	34700	5	2007
서울특별시	구로구	궁동	다청림(101동)	83.04	2021	5	31	49800	5	2006
서울특별시	구로구	궁동	다청림(102동)	78.41	2021	1	18	40000	4	2006
서울특별시	구로구	궁동	다청림(102동)	78.41	2021	2	26	35000	1	2006
서울특별시	구로구	궁동	다청림(104동)	54.67	2021	1	20	22000	4	2006
서울특별시	구로구	궁동	다청림(104동)	63.99	2021	3	24	23500	1	2006
서울특별시	구로구	궁동	다청림(104동)	62.34	2021	4	27	27700	4	2006
서울특별시	구로구	궁동	다청림(106동)	83.19	2021	4	27	45500	2	2006
서울특별시	구로구	궁동	다청림(107동)	79.81	2021	3	25	40000	3	2007
서울특별시	구로구	궁동	다청림101동(143-1)	84.21	2021	2	25	35000	3	2012
서울특별시	구로구	궁동	대명그린(아)	53.44	2021	11	18	33500	4	2013
서울특별시	구로구	궁동	대명그린(아)	55.82	2021	11	18	34800	5	2013
서울특별시	구로구	궁동	대명하이빌(103동)	83.1	2021	5	14	47000	2	2011
서울특별시	구로구	궁동	대명하이빌(103동)	83.1	2021	5	24	49000	1	2011
서울특별시	구로구	궁동	대명하이빌(103동)	83.1	2021	8	9	49000	1	2011
서울특별시	구로구	궁동	대명하이빌101동	70.09	2021	2	24	35700	3	2009
서울특별시	구로구	궁동	대명하이빌102동	84.63	2021	5	14	40000	2	2009
서울특별시	구로구	궁동	우남푸르미아	84.974	2021	3	8	59000	5	2007
서울특별시	구로구	궁동	우남푸르미아	84.958	2021	3	11	51000	2	2007
서울특별시	구로구	궁동	호수1차A동	75.37	2021	3	8	27000	1	2003
서울특별시	구로구	궁동	호수1차A동	75.37	2021	5	18	29800	1	2003
서울특별시	구로구	궁동	호수1차A동	75.37	2021	9	1	34000	1	2003
서울특별시	구로구	신도림동	SKVIEW	84.98	2021	1	15	116500	19	2006
서울특별시	구로구	신도림동	SKVIEW	84.96	2021	4	16	108000	9	2006
서울특별시	구로구	신도림동	SKVIEW	84.98	2021	4	23	113000	10	2006
서울특별시	구로구	신도림동	SKVIEW	84.96	2021	6	24	116000	23	2006
서울특별시	구로구	신도림동	SKVIEW	84.98	2021	6	26	122500	25	2006
서울특별시	구로구	신도림동	SKVIEW	84.98	2021	6	26	122500	25	2006
서울특별시	구로구	신도림동	SKVIEW	84.96	2021	7	31	108700	5	2006
서울특별시	구로구	신도림동	SKVIEW	84.98	2021	8	10	115000	5	2006
서울특별시	구로구	신도림동	대림1	59.88	2021	1	4	88500	4	1999
서울특별시	구로구	신도림동	대림1	59.93	2021	1	11	89950	11	1999
서울특별시	구로구	신도림동	대림1	59.88	2021	2	10	93000	18	1999
서울특별시	구로구	신도림동	대림1	101.48	2021	2	16	132500	15	1999
서울특별시	구로구	신도림동	대림1	59.88	2021	2	27	85000	15	1999
서울특별시	구로구	신도림동	대림1	59.9	2021	3	4	94000	20	1999
서울특별시	구로구	신도림동	대림1	84.95	2021	3	5	111000	3	1999
서울특별시	구로구	신도림동	대림1	84.95	2021	3	26	112000	7	1999
서울특별시	구로구	신도림동	대림1	59.9	2021	3	27	97000	6	1999
서울특별시	구로구	신도림동	대림1	59.9	2021	4	9	95400	4	1999
서울특별시	구로구	신도림동	대림1	59.88	2021	5	6	96000	17	1999
서울특별시	구로구	신도림동	대림1	59.88	2021	5	20	86800	2	1999
서울특별시	구로구	신도림동	대림1	59.88	2021	5	22	94500	18	1999
서울특별시	구로구	신도림동	대림1	59.88	2021	6	8	93650	21	1999
서울특별시	구로구	신도림동	대림1	59.9	2021	6	19	101000	23	1999
서울특별시	구로구	신도림동	대림1	59.9	2021	6	22	97500	24	1999
서울특별시	구로구	신도림동	대림1	134.99	2021	6	26	145500	12	1999
서울특별시	구로구	신도림동	대림1	59.88	2021	7	8	96500	13	1999
서울특별시	구로구	신도림동	대림1	101.48	2021	7	21	135000	22	1999
서울특별시	구로구	신도림동	대림1	59.9	2021	7	29	99000	23	1999
서울특별시	구로구	신도림동	대림1	59.9	2021	7	31	99000	17	1999
서울특별시	구로구	신도림동	대림1	59.9	2021	8	7	90000	1	1999
서울특별시	구로구	신도림동	대림1	59.88	2021	8	24	95000	20	1999
서울특별시	구로구	신도림동	대림1	59.88	2021	9	9	96000	6	1999
서울특별시	구로구	신도림동	대림1	134.99	2021	9	17	143500	15	1999
서울특별시	구로구	신도림동	대림1	84.95	2021	9	25	124800	19	1999
서울특별시	구로구	신도림동	대림1	59.88	2021	10	7	95000	4	1999
서울특별시	구로구	신도림동	대림1	59.82	2021	10	20	91700	16	1999
서울특별시	구로구	신도림동	대림1	59.9	2021	10	30	88500	2	1999
서울특별시	구로구	신도림동	대림1	59.88	2021	11	20	92500	17	1999
서울특별시	구로구	신도림동	대림1	59.9	2021	12	3	94500	8	1999
서울특별시	구로구	신도림동	대림1	59.9	2021	12	20	96000	4	1999
서울특별시	구로구	신도림동	대림2	84.95	2021	1	30	116000	21	2001
서울특별시	구로구	신도림동	대림2	59.9	2021	2	26	98000	15	2001
서울특별시	구로구	신도림동	대림2	84.95	2021	3	2	120000	12	2001
서울특별시	구로구	신도림동	대림2	59.82	2021	3	13	97000	12	2001
서울특별시	구로구	신도림동	대림2	59.88	2021	3	15	92500	13	2001
서울특별시	구로구	신도림동	대림2	134.99	2021	3	18	125000	2	2001
서울특별시	구로구	신도림동	대림2	84.95	2021	5	6	124000	13	2001
서울특별시	구로구	신도림동	대림2	59.9	2021	5	22	89900	2	2001
서울특별시	구로구	신도림동	대림2	59.9	2021	6	16	95500	13	2001
서울특별시	구로구	신도림동	대림2	84.95	2021	6	29	126600	17	2001
서울특별시	구로구	신도림동	대림2	84.95	2021	7	29	133000	23	2001
서울특별시	구로구	신도림동	대림2	59.88	2021	8	3	90000	2	2001
서울특별시	구로구	신도림동	대림2	59.88	2021	9	4	91500	2	2001
서울특별시	구로구	신도림동	대림2	59.9	2021	9	15	94200	3	2001
서울특별시	구로구	신도림동	대림2	84.95	2021	9	25	123500	5	2001
서울특별시	구로구	신도림동	대림2	84.95	2021	10	30	122700	19	2001
서울특별시	구로구	신도림동	대림2	59.9	2021	11	2	95000	16	2001
서울특별시	구로구	신도림동	대림2	84.95	2021	11	28	120000	11	2001
서울특별시	구로구	신도림동	대림2	59.9	2021	12	15	99700	18	2001
서울특별시	구로구	신도림동	대림2	84.95	2021	12	20	126000	26	2001
서울특별시	구로구	신도림동	대림2	84.95	2021	12	20	126000	26	2001
서울특별시	구로구	신도림동	대림3	114.55	2021	1	29	123700	21	2001
서울특별시	구로구	신도림동	대림3	84.51	2021	4	16	114000	14	2001
서울특별시	구로구	신도림동	대림3	84.51	2021	8	30	120000	18	2001
서울특별시	구로구	신도림동	대림e-편한세상4	84.78	2021	1	4	139500	17	2003
서울특별시	구로구	신도림동	대림e-편한세상4	152.07	2021	1	22	157000	2	2003
서울특별시	구로구	신도림동	대림e-편한세상4	152.07	2021	1	30	174000	22	2003
서울특별시	구로구	신도림동	대림e-편한세상4	117.74	2021	2	25	156500	1	2003
서울특별시	구로구	신도림동	대림e-편한세상4	117.74	2021	3	3	168000	5	2003
서울특별시	구로구	신도림동	대림e-편한세상4	84.78	2021	3	6	145000	3	2003
서울특별시	구로구	신도림동	대림e-편한세상4	117.74	2021	3	12	172500	16	2003
서울특별시	구로구	신도림동	대림e-편한세상4	152.07	2021	3	22	178000	16	2003
서울특별시	구로구	신도림동	대림e-편한세상4	117.74	2021	4	2	168500	14	2003
서울특별시	구로구	신도림동	대림e-편한세상4	152.07	2021	4	27	176000	14	2003
서울특별시	구로구	신도림동	대림e-편한세상4	161.63	2021	5	6	205000	24	2003
서울특별시	구로구	신도림동	대림e-편한세상4	117.74	2021	5	10	166800	9	2003
서울특별시	구로구	신도림동	대림e-편한세상4	117.74	2021	5	12	169000	13	2003
서울특별시	구로구	신도림동	대림e-편한세상4	84.78	2021	6	2	152300	11	2003
서울특별시	구로구	신도림동	대림e-편한세상4	117.74	2021	6	7	169500	7	2003
서울특별시	구로구	신도림동	대림e-편한세상4	117.74	2021	6	17	164000	4	2003
서울특별시	구로구	신도림동	대림e-편한세상4	84.78	2021	7	2	153500	23	2003
서울특별시	구로구	신도림동	대림e-편한세상4	84.78	2021	7	2	153500	23	2003
서울특별시	구로구	신도림동	대림e-편한세상4	84.78	2021	8	18	147500	2	2003
서울특별시	구로구	신도림동	대림e-편한세상4	117.74	2021	9	17	170000	18	2003
서울특별시	구로구	신도림동	대림e-편한세상4	117.74	2021	9	17	180000	3	2003
서울특별시	구로구	신도림동	대림e-편한세상4	84.78	2021	10	13	163500	19	2003
서울특별시	구로구	신도림동	대림e-편한세상4	117.74	2021	11	9	178000	8	2003
서울특별시	구로구	신도림동	대림e-편한세상5	84.789	2021	2	15	123500	7	2003
서울특별시	구로구	신도림동	대림e-편한세상5	84.789	2021	3	1	115000	2	2003
서울특별시	구로구	신도림동	대림e-편한세상5	84.789	2021	3	12	132000	13	2003
서울특별시	구로구	신도림동	대림e-편한세상5	84.789	2021	3	26	132000	18	2003
서울특별시	구로구	신도림동	대림e-편한세상5	84.789	2021	5	8	127500	16	2003
서울특별시	구로구	신도림동	대림e-편한세상7	84.928	2021	2	2	136800	5	2004
서울특별시	구로구	신도림동	대림e-편한세상7	84.928	2021	3	27	135000	5	2004
서울특별시	구로구	신도림동	대림e-편한세상7	84.928	2021	4	6	140000	10	2004
서울특별시	구로구	신도림동	대림e-편한세상7	84.928	2021	5	14	137700	15	2004
서울특별시	구로구	신도림동	대림e-편한세상7	84.928	2021	6	12	130000	3	2004
서울특별시	구로구	신도림동	대림e-편한세상7	84.928	2021	7	16	136500	5	2004
서울특별시	구로구	신도림동	대림e-편한세상7	84.928	2021	9	12	145000	25	2004
서울특별시	구로구	신도림동	대림e-편한세상7	84.928	2021	11	19	141500	7	2004
서울특별시	구로구	신도림동	대림e-편한세상7	84.928	2021	12	3	139000	5	2004
서울특별시	구로구	신도림동	동아1	59.978	2021	1	4	99900	23	1999
서울특별시	구로구	신도림동	동아1	59.978	2021	2	3	105000	18	1999
서울특별시	구로구	신도림동	동아1	84.908	2021	4	9	126000	23	1999
서울특별시	구로구	신도림동	동아1	84.908	2021	4	9	126000	23	1999
서울특별시	구로구	신도림동	동아1	59.978	2021	5	15	103000	15	1999
서울특별시	구로구	신도림동	동아1	59.978	2021	5	18	106000	18	1999
서울특별시	구로구	신도림동	동아1	169.199	2021	6	4	148000	1	1999
서울특별시	구로구	신도림동	동아1	84.908	2021	6	6	131000	8	1999
서울특별시	구로구	신도림동	동아1	84.908	2021	7	16	133000	4	1999
서울특별시	구로구	신도림동	동아1	59.978	2021	7	21	108500	23	1999
서울특별시	구로구	신도림동	동아1	59.978	2021	7	24	97000	2	1999
서울특별시	구로구	신도림동	동아1	169.199	2021	8	14	167000	10	1999
서울특별시	구로구	신도림동	동아1	59.978	2021	9	29	108000	20	1999
서울특별시	구로구	신도림동	동아1	59.978	2021	10	21	109500	4	1999
서울특별시	구로구	신도림동	동아1	59.978	2021	11	8	115000	17	1999
서울특별시	구로구	신도림동	동아1	59.978	2021	11	19	109900	9	1999
서울특별시	구로구	신도림동	동아2	59.595	2021	1	26	95000	7	2000
서울특별시	구로구	신도림동	동아2	59.595	2021	1	30	95000	8	2000
서울특별시	구로구	신도림동	동아2	112.354	2021	2	8	143000	8	2000
서울특별시	구로구	신도림동	동아2	112.354	2021	3	24	107000	11	2000
서울특별시	구로구	신도림동	동아2	84.908	2021	4	17	119000	5	2000
서울특별시	구로구	신도림동	동아2	59.595	2021	5	28	96000	20	2000
서울특별시	구로구	신도림동	동아2	84.908	2021	6	3	129700	7	2000
서울특별시	구로구	신도림동	동아2	59.595	2021	6	11	104700	7	2000
서울특별시	구로구	신도림동	동아2	112.354	2021	8	12	152000	19	2000
서울특별시	구로구	신도림동	동아2	84.908	2021	8	17	134750	17	2000
서울특별시	구로구	신도림동	동아2	84.908	2021	10	16	130500	12	2000
서울특별시	구로구	신도림동	동아2	59.595	2021	11	24	103700	12	2000
서울특별시	구로구	신도림동	동아3	84.99	2021	1	12	100000	15	2000
서울특별시	구로구	신도림동	동아3	60	2021	1	14	102500	25	2000
서울특별시	구로구	신도림동	동아3	60	2021	1	24	106000	4	2000
서울특별시	구로구	신도림동	동아3	60	2021	2	27	113000	11	2000
서울특별시	구로구	신도림동	동아3	60	2021	3	17	109000	5	2000
서울특별시	구로구	신도림동	동아3	60	2021	3	26	109800	7	2000
서울특별시	구로구	신도림동	동아3	138.412	2021	4	8	141000	4	2000
서울특별시	구로구	신도림동	동아3	84.99	2021	4	28	136000	19	2000
서울특별시	구로구	신도림동	동아3	84.99	2021	5	4	133000	15	2000
서울특별시	구로구	신도림동	동아3	60	2021	5	29	115000	18	2000
서울특별시	구로구	신도림동	동아3	138.412	2021	7	5	155000	8	2000
서울특별시	구로구	신도림동	동아3	84.99	2021	7	10	134000	13	2000
서울특별시	구로구	신도림동	동아3	84.99	2021	7	14	130000	2	2000
서울특별시	구로구	신도림동	동아3	84.99	2021	7	18	140000	15	2000
서울특별시	구로구	신도림동	동아3	60	2021	8	12	117500	17	2000
서울특별시	구로구	신도림동	동아3	84.99	2021	8	19	138800	3	2000
서울특별시	구로구	신도림동	동아3	84.99	2021	8	19	138800	3	2000
서울특별시	구로구	신도림동	동아3	60	2021	10	29	102000	1	2000
서울특별시	구로구	신도림동	동아3	138.412	2021	11	9	162000	10	2000
서울특별시	구로구	신도림동	동아3	164.82	2021	11	11	170000	17	2000
서울특별시	구로구	신도림동	동아3	60	2021	12	16	110500	12	2000
서울특별시	구로구	신도림동	디큐브시티	128.41	2021	1	4	149000	42	2011
서울특별시	구로구	신도림동	디큐브시티	59.16	2021	1	18	100000	4	2011
서울특별시	구로구	신도림동	디큐브시티	128.41	2021	2	20	139500	10	2011
서울특별시	구로구	신도림동	디큐브시티	128.41	2021	2	24	160500	41	2011
서울특별시	구로구	신도림동	디큐브시티	59.16	2021	3	22	103000	5	2011
서울특별시	구로구	신도림동	디큐브시티	59.16	2021	4	19	118000	8	2011
서울특별시	구로구	신도림동	디큐브시티	128.41	2021	4	27	159700	18	2011
서울특별시	구로구	신도림동	디큐브시티	84.96	2021	5	11	149000	37	2011
서울특별시	구로구	신도림동	디큐브시티	125.36	2021	5	20	148000	26	2011
서울특별시	구로구	신도림동	디큐브시티	128.41	2021	5	26	141000	22	2011
서울특별시	구로구	신도림동	디큐브시티	105.45	2021	7	20	135000	14	2011
서울특별시	구로구	신도림동	디큐브시티	84.96	2021	8	31	153000	27	2011
서울특별시	구로구	신도림동	디큐브시티	105.45	2021	9	10	164800	36	2011
서울특별시	구로구	신도림동	디큐브시티	105.45	2021	9	23	166500	19	2011
서울특별시	구로구	신도림동	디큐브시티	128.41	2021	10	7	170000	27	2011
서울특별시	구로구	신도림동	미성	37.91	2021	1	11	59000	7	1987
서울특별시	구로구	신도림동	미성	66.03	2021	1	16	76200	3	1987
서울특별시	구로구	신도림동	미성	37.91	2021	1	21	63000	4	1987
서울특별시	구로구	신도림동	미성	37.91	2021	3	1	64000	11	1987
서울특별시	구로구	신도림동	미성	83.67	2021	3	2	95000	10	1987
서울특별시	구로구	신도림동	미성	52.45	2021	3	2	71000	10	1987
서울특별시	구로구	신도림동	미성	66.03	2021	3	13	81000	10	1987
서울특별시	구로구	신도림동	미성	37.91	2021	3	24	55600	2	1987
서울특별시	구로구	신도림동	미성	83.67	2021	3	27	95000	13	1987
서울특별시	구로구	신도림동	미성	37.91	2021	3	27	64800	13	1987
서울특별시	구로구	신도림동	미성	83.67	2021	3	27	96500	3	1987
서울특별시	구로구	신도림동	미성	66.03	2021	4	8	84000	2	1987
서울특별시	구로구	신도림동	미성	83.67	2021	4	14	95000	11	1987
서울특별시	구로구	신도림동	미성	66.03	2021	4	20	84000	6	1987
서울특별시	구로구	신도림동	미성	66.03	2021	4	30	83000	1	1987
서울특별시	구로구	신도림동	미성	52.45	2021	7	17	83500	11	1987
서울특별시	구로구	신도림동	미성	66.03	2021	7	31	91000	7	1987
서울특별시	구로구	신도림동	미성	37.91	2021	7	31	65000	9	1987
서울특별시	구로구	신도림동	미성	37.91	2021	8	25	73000	12	1987
서울특별시	구로구	신도림동	미성	37.91	2021	8	27	64700	3	1987
서울특별시	구로구	신도림동	미성	37.91	2021	8	28	68000	4	1987
서울특별시	구로구	신도림동	미성	37.91	2021	9	1	68000	4	1987
서울특별시	구로구	신도림동	신도림-아르디에	18.95	2021	5	29	20000	3	2018
서울특별시	구로구	신도림동	신도림-아르디에	18.95	2021	6	28	18200	6	2018
서울특별시	구로구	신도림동	신도림-아르디에	20.01	2021	6	30	20600	6	2018
서울특별시	구로구	신도림동	신도림-아르디에	18.79	2021	7	8	18500	4	2018
서울특별시	구로구	신도림동	신도림-아르디에	20.84	2021	8	13	19700	6	2018
서울특별시	구로구	신도림동	신도림-아르디에	39.92	2021	8	16	39500	8	2018
서울특별시	구로구	신도림동	신도림-아르디에	18.95	2021	8	16	18400	6	2018
서울특별시	구로구	신도림동	신도림-아르디에	18.95	2021	9	23	18500	3	2018
서울특별시	구로구	신도림동	신도림-아르디에	18.95	2021	9	23	18500	3	2018
서울특별시	구로구	신도림동	신도림2차푸르지오	84.62	2021	11	25	143000	11	2008
서울특별시	구로구	신도림동	신도림2차푸르지오	84.62	2021	11	25	143000	11	2008
서울특별시	구로구	신도림동	신도림3차푸르지오	82.8	2021	3	18	99000	5	2007
서울특별시	구로구	신도림동	신도림3차푸르지오	90.08	2021	7	3	107000	19	2007
서울특별시	구로구	신도림동	신도림3차푸르지오	82.8	2021	8	2	124500	3	2007
서울특별시	구로구	신도림동	신도림3차푸르지오	82.8	2021	8	12	112700	5	2007
서울특별시	구로구	신도림동	신도림3차푸르지오	82.8	2021	8	21	111000	9	2007
서울특별시	구로구	신도림동	신도림3차푸르지오	82.8	2021	10	4	116000	12	2007
서울특별시	구로구	신도림동	신도림팰러티움	84.62	2021	2	9	77000	25	2006
서울특별시	구로구	신도림동	신도림팰러티움	84.51	2021	8	9	86800	21	2006
서울특별시	구로구	신도림동	신성은하수	59.88	2021	1	1	77500	11	1997
서울특별시	구로구	신도림동	신성은하수	84.97	2021	2	25	84000	1	1997
서울특별시	구로구	신도림동	신성은하수	84.42	2021	6	18	62000	5	1997
서울특별시	구로구	신도림동	신성은하수	59.88	2021	7	6	84000	15	1997
서울특별시	구로구	신도림동	신성은하수	84.42	2021	8	26	109500	11	1997
서울특별시	구로구	신도림동	우성1	73.18	2021	10	20	110000	8	1992
서울특별시	구로구	신도림동	우성2	84.82	2021	1	17	107900	9	1996
서울특별시	구로구	신도림동	우성2	84.82	2021	1	25	107900	12	1996
서울특별시	구로구	신도림동	우성2	84.82	2021	1	30	109500	7	1996
서울특별시	구로구	신도림동	우성2	84.82	2021	2	1	109700	5	1996
